"tic","invest"
"CYCC",1092.89617486339
"CYDY",1092.89617486339
"CYLU",1092.89617486339
"CYRX",1092.89617486339
"CYS",1092.89617486339
"CZZ",1092.89617486339
"DAC",1092.89617486339
"DALXF",1092.89617486339
"DCP",1092.89617486339
"DCT",1092.89617486339
"DEI",1092.89617486339
"DES",1092.89617486339
"DFRG",1092.89617486339
"DFS",1092.89617486339
"DFT",1092.89617486339
"DGLY",1092.89617486339
"DGPIF",1092.89617486339
"DGS.",1092.89617486339
"DHT",1092.89617486339
"DHX",1092.89617486339
"DIGP",1092.89617486339
"DISCA",1092.89617486339
"DK",1092.89617486339
"DLB",1092.89617486339
"DLNO",1092.89617486339
"DLR",1092.89617486339
"DMCAF",1092.89617486339
"DMQHF",1092.89617486339
"DNGDF",1092.89617486339
"DNKN",1092.89617486339
"DOLLF",1092.89617486339
"DON",1092.89617486339
"DONFF",1092.89617486339
"DRGDF",1092.89617486339
"DRH",1092.89617486339
"DRSV",1092.89617486339
"DRWIQ",1092.89617486339
"DRYS",1092.89617486339
"DSX",1092.89617486339
"DXCM",1092.89617486339
"DXTR",1092.89617486339
"EBS",1092.89617486339
"EBSB",1092.89617486339
"ECRFF",1092.89617486339
"EDR",1092.89617486339
"EDU",1092.89617486339
"EEYUF",1092.89617486339
"EGLE",1092.89617486339
"EHTH",1092.89617486339
"EIG",1092.89617486339
"ELEEF",1092.89617486339
"ENDV",1092.89617486339
"ENOC",1092.89617486339
"ENRT",1092.89617486339
"ENS",1092.89617486339
"ENSG",1092.89617486339
"EPS",1092.89617486339
"EPSEF",1092.89617486339
"EQFN",1092.89617486339
"EQM",1092.89617486339
"ERILF",1092.89617486339
"ESEA",1092.89617486339
"ESGR",1092.89617486339
"ESOA",1092.89617486339
"ESPAF",1092.89617486339
"ESPH",1092.89617486339
"ESRT",1092.89617486339
"ESSA",1092.89617486339
"ESXB",1092.89617486339
"ETE",1092.89617486339
"ETHOF",1092.89617486339
"ETOLF",1092.89617486339
"ETV",1092.89617486339
"EVEP",1092.89617486339
"EVK",1092.89617486339
"EVR",1092.89617486339
"EVRI",1092.89617486339
"EXLS",1092.89617486339
"EXT",1092.89617486339
"FABK",1092.89617486339
"FANG",1092.89617486339
"FANH",1092.89617486339
"FAPPF",1092.89617486339
"FB",1092.89617486339
"FBIZ",1092.89617486339
"FCD.UN",1092.89617486339
"FCRE",1092.89617486339
"FCS.UN",1092.89617486339
"FDBL",1092.89617486339
"FDVA",1092.89617486339
"FELP",1092.89617486339
"FET",1092.89617486339
"FFHL",1092.89617486339
"FFI.UN",1092.89617486339
"FFMGF",1092.89617486339
"FFNW",1092.89617486339
"FIBCF",1092.89617486339
"FIG",1092.89617486339
"FIS",1092.89617486339
"FISB",1092.89617486339
"FIVE",1092.89617486339
"FLY",1092.89617486339
"FMXVF",1092.89617486339
"FNF",1092.89617486339
"FNV",1092.89617486339
"FOLD",1092.89617486339
"FOR",1092.89617486339
"FPAY",1092.89617486339
"FPLSF",1092.89617486339
"FRBA",1092.89617486339
"FRCGF",1092.89617486339
"FSBC",1092.89617486339
"FSLR",1092.89617486339
"FSNN",1092.89617486339
"FSP",1092.89617486339
"FSWA",1092.89617486339
"FTD",1092.89617486339
"FTLF",1092.89617486339
"FTMR",1092.89617486339
"FTPLF",1092.89617486339
"G",1092.89617486339
"GAIN",1092.89617486339
"GAPFF",1092.89617486339
"GARS",1092.89617486339
"GARWF",1092.89617486339
"GASS",1092.89617486339
"GAZ.UN",1092.89617486339
"GBNK",1092.89617486339
"GCR.",1092.89617486339
"GDQMF",1092.89617486339
"GFKRF",1092.89617486339
"GFMH",1092.89617486339
"GFN",1092.89617486339
"GHDX",1092.89617486339
"GIGL",1092.89617486339
"GLGLF",1092.89617486339
"GLLK",1092.89617486339
"GLOG",1092.89617486339
"GLP",1092.89617486339
"GLRE",1092.89617486339
"GLUSF",1092.89617486339
"GLUU",1092.89617486339
"GLVMF",1092.89617486339
"GMED",1092.89617486339
"GNGXF",1092.89617486339
"GNK",1092.89617486339
"GNTOF",1092.89617486339
"GOGO",1092.89617486339
"GOL",1092.89617486339
"GORO",1092.89617486339
"GRVY",1092.89617486339
"GSAT",1092.89617486339
"GSL",1092.89617486339
"GSPE",1092.89617486339
"GST",1092.89617486339
"GTARF",1092.89617486339
"GTE",1092.89617486339
"GTS",1092.89617486339
"GTT",1092.89617486339
"GUID",1092.89617486339
"GVMUF",1092.89617486339
"GXRFF",1092.89617486339
"HANNF",1092.89617486339
"HBI",1092.89617486339
"HBMD",1092.89617486339
"HDIUF",1092.89617486339
"HEES",1092.89617486339
"HF",1092.89617486339
"HFBL",1092.89617486339
"HGHAF",1092.89617486339
"HK",1092.89617486339
"HLLOF",1092.89617486339
"HLTH",1092.89617486339
"HMTA",1092.89617486339
"HNWEF",1092.89617486339
"HNZGF",1092.89617486339
"HOLI",1092.89617486339
"HOMB",1092.89617486339
"HPI.",1092.89617486339
"HPIL",1092.89617486339
"HQCL",1092.89617486339
"HREEF",1092.89617486339
"HTBI",1092.89617486339
"HUN",1092.89617486339
"HURN",1092.89617486339
"HWCC",1092.89617486339
"HY",1092.89617486339
"HZNOF",1092.89617486339
"IBIBF",1092.89617486339
"IBKR",1092.89617486339
"ICE",1092.89617486339
"ICFI",1092.89617486339
"ICOTF",1092.89617486339
"IEGCF",1092.89617486339
"IFCZF",1092.89617486339
"IGC",1092.89617486339
"IGXT",1092.89617486339
"III",1092.89617486339
"ILA.",1092.89617486339
"IMMY",1092.89617486339
"IMUC",1092.89617486339
"INBK",1092.89617486339
"INCAF",1092.89617486339
"INFI",1092.89617486339
"INFN",1092.89617486339
"INFO",1092.89617486339
"INFU",1092.89617486339
"INLX",1092.89617486339
"INVA",1092.89617486339
"INWK",1092.89617486339
"IPGP",1092.89617486339
"IPHS",1092.89617486339
"IPIX",1092.89617486339
"IRBT",1092.89617486339
"IRGIF",1092.89617486339
"ISBC",1092.89617486339
"ISCO",1092.89617486339
"ISVLF",1092.89617486339
"ITMSF",1092.89617486339
"JASO",1092.89617486339
"JAZZ",1092.89617486339
"JGWEQ",1092.89617486339
"JMP",1092.89617486339
"JOBS",1092.89617486339
"JRJC",1092.89617486339
"JRVR",1092.89617486339
"JVA",1092.89617486339
"KALO",1092.89617486339
"KAS.",1092.89617486339
"KBLB",1092.89617486339
"KBR",1092.89617486339
"KBRLF",1092.89617486339
"KBSF",1092.89617486339
"KCAP",1092.89617486339
"KDIAF",1092.89617486339
"KED",1092.89617486339
"KFFB",1092.89617486339
"KIE",1092.89617486339
"KNDI",1092.89617486339
"KONA",1092.89617486339
"KOP",1092.89617486339
"KRA",1092.89617486339
"KRNY",1092.89617486339
"KS",1092.89617486339
"LATNF",1092.89617486339
"LAZ",1092.89617486339
"LCS.",1092.89617486339
"LDOS",1092.89617486339
"LEAT",1092.89617486339
"LEMIF",1092.89617486339
"LFBCF",1092.89617486339
"LFGP",1092.89617486339
"LGCY",1092.89617486339
"LHCG",1092.89617486339
"LINC",1092.89617486339
"LIXT",1092.89617486339
"LL",1092.89617486339
"LLNW",1092.89617486339
"LMAT",1092.89617486339
"LMTCF",1092.89617486339
"LNGG",1092.89617486339
"LPL",1092.89617486339
"LPLA",1092.89617486339
"LQDT",1092.89617486339
"LQSIF",1092.89617486339
"LRAXF",1092.89617486339
"LRN",1092.89617486339
"LRTNF",1092.89617486339
"LSBK",1092.89617486339
"LTXB",1092.89617486339
"LULU",1092.89617486339
"LUNA",1092.89617486339
"LVS",1092.89617486339
"LYDIF",1092.89617486339
"LYV",1092.89617486339
"MAIN",1092.89617486339
"MALZF",1092.89617486339
"MAMS",1092.89617486339
"MARK",1092.89617486339
"MASI",1092.89617486339
"MAYGF",1092.89617486339
"MBGNF",1092.89617486339
"MCESF",1092.89617486339
"MCIG",1092.89617486339
"MDFZF",1092.89617486339
"MDLNF",1092.89617486339
"MDXG",1092.89617486339
"MELI",1092.89617486339
"MFCSF",1092.89617486339
"MFMLD",1092.89617486339
"MGYR",1092.89617486339
"MHLD",1092.89617486339
"MIC",1092.89617486339
"MIDLF",1092.89617486339
"MIMZF",1092.89617486339
"MISVF",1092.89617486339
"MITL",1092.89617486339
"MKGI",1092.89617486339
"MLCO",1092.89617486339
"MLIXF",1092.89617486339
"MLNLF",1092.89617486339
"MLNX",1092.89617486339
"MNARF",1092.89617486339
"MNOV",1092.89617486339
"MNTX",1092.89617486339
"MOBQ",1092.89617486339
"MOLOF",1092.89617486339
"MOS",1092.89617486339
"MOST",1092.89617486339
"MPMQ",1092.89617486339
"MPO",1092.89617486339
"MPW",1092.89617486339
"MPWR",1092.89617486339
"MRTX",1092.89617486339
"MRZLF",1092.89617486339
"MSBF",1092.89617486339
"MSCI",1092.89617486339
"MSIXF",1092.89617486339
"MTST",1092.89617486339
"MWA",1092.89617486339
"MWSNF",1092.89617486339
"MXGBF",1092.89617486339
"MXSG",1092.89617486339
"MYND",1092.89617486339
"NBY",1092.89617486339
"NCIT",1092.89617486339
"NCMI",1092.89617486339
"NCTY",1092.89617486339
"NECB",1092.89617486339
"NEGXF",1092.89617486339
"NEON",1092.89617486339
"NES",1092.89617486339
"NETE",1092.89617486339
"NEUL",1092.89617486339
"NEWRF",1092.89617486339
"NEWS",1092.89617486339
"NFBK",1092.89617486339
"NFYEF",1092.89617486339
"NHAWF",1092.89617486339
"NIGTF",1092.89617486339
"NLST",1092.89617486339
"NM",1092.89617486339
"NMGGF",1092.89617486339
"NMM",1092.89617486339
"NNADF",1092.89617486339
"NNVC",1092.89617486339
"NOA",1092.89617486339
"NOW",1092.89617486339
"NP",1092.89617486339
"NRBC",1092.89617486339
"NSH",1092.89617486339
"NSR",1092.89617486339
"NSRCF",1092.89617486339
"NSRPF",1092.89617486339
"NSY.H",1092.89617486339
"NUPMF",1092.89617486339
"NVDQ",1092.89617486339
"NWPIF",1092.89617486339
"NXTM",1092.89617486339
"NYF",1092.89617486339
"OB",1092.89617486339
"OESX",1092.89617486339
"OFLX",1092.89617486339
"OGLDF",1092.89617486339
"OHAI",1092.89617486339
"OISDF",1092.89617486339
"OMAB",1092.89617486339
"OMTK",1092.89617486339
"ONP",1092.89617486339
"ONVO",1092.89617486339
"OPNT",1092.89617486339
"OPSSF",1092.89617486339
"ORA",1092.89617486339
"ORBC",1092.89617486339
"OREX",1092.89617486339
"ORIT",1092.89617486339
"ORMP",1092.89617486339
"ORN",1092.89617486339
"ORRLF",1092.89617486339
"OSNDF",1092.89617486339
"OTEL",1092.89617486339
"OTTW",1092.89617486339
"OY.",1092.89617486339
"OZM",1092.89617486339
"PAC",1092.89617486339
"PANW",1092.89617486339
"PAY",1092.89617486339
"PBBI",1092.89617486339
"PBH",1092.89617486339
"PBIB",1092.89617486339
"PBIP",1092.89617486339
"PBKOF",1092.89617486339
"PBSV",1092.89617486339
"PBW",1092.89617486339
"PBYI",1092.89617486339
"PCQRF",1092.89617486339
"PDOB",1092.89617486339
"PDPYF",1092.89617486339
"PDTRF",1092.89617486339
"PEIX",1092.89617486339
"PEO.",1092.89617486339
"PERI",1092.89617486339
"PFIE",1092.89617486339
"PFMT",1092.89617486339
"PFPT",1092.89617486339
"PGDIF",1092.89617486339
"PGTI",1092.89617486339
"PHNHF",1092.89617486339
"PHOT",1092.89617486339
"PIFYF",1092.89617486339
"PIRGF",1092.89617486339
"PLLMF",1092.89617486339
"PLUUF",1092.89617486339
"PMC",1092.89617486339
"PNNT",1092.89617486339
"PODD",1092.89617486339
"POETF",1092.89617486339
"POLMF",1092.89617486339
"POST",1092.89617486339
"PRCB",1092.89617486339
"PRIM",1092.89617486339
"PRO",1092.89617486339
"PRRSF",1092.89617486339
"PRRWF",1092.89617486339
"PRTS",1092.89617486339
"PSHIF",1092.89617486339
"PSID",1092.89617486339
"PSPGF",1092.89617486339
"PSRU",1092.89617486339
"PSTB",1092.89617486339
"PSX",1092.89617486339
"PTCI",1092.89617486339
"PTCT",1092.89617486339
"PTOAF.",1092.89617486339
"PTOI",1092.89617486339
"PTSRF",1092.89617486339
"PTVYF",1092.89617486339
"PUGB",1092.89617486339
"PUMGF",1092.89617486339
"PWSEF",1092.89617486339
"PZN",1092.89617486339
"PZRIF",1092.89617486339
"QNTO",1092.89617486339
"QRMLF",1092.89617486339
"QSR",1092.89617486339
"QVCA",1092.89617486339
"RAIL",1092.89617486339
"RAMPF",1092.89617486339
"RBCN",1092.89617486339
"RBMNF",1092.89617486339
"RCKXF",1092.89617486339
"RCZRF",1092.89617486339
"RDLCF",1092.89617486339
"RDUS",1092.89617486339
"REAC",1092.89617486339
"REED",1092.89617486339
"REI",1092.89617486339
"REXX",1092.89617486339
"RGSE",1092.89617486339
"RHE",1092.89617486339
"RHNO",1092.89617486339
"RILY",1092.89617486339
"RIT.",1092.89617486339
"RLGT",1092.89617486339
"RLGY",1092.89617486339
"RLLRF",1092.89617486339
"RLOG",1092.89617486339
"RNN",1092.89617486339
"ROIC",1092.89617486339
"ROLL",1092.89617486339
"ROSG",1092.89617486339
"ROX",1092.89617486339
"ROYE",1092.89617486339
"RPAI",1092.89617486339
"RPMGD",1092.89617486339
"RRENF",1092.89617486339
"RSCZF",1092.89617486339
"RSLS",1092.89617486339
"RSO",1092.89617486339
"RUTH",1092.89617486339
"RXII",1092.89617486339
"RYOOF",1092.89617486339
"SAENF",1092.89617486339
"SAHRF",1092.89617486339
"SAND",1092.89617486339
"SAR",1092.89617486339
"SATS",1092.89617486339
"SBC.",1092.89617486339
"SBFM",1092.89617486339
"SBH",1092.89617486339
"SBLK",1092.89617486339
"SBN.",1092.89617486339
"SBNY",1092.89617486339
"SCGY",1092.89617486339
"SCMP",1092.89617486339
"SCUPF",1092.89617486339
"SD",1092.89617486339
"SEM",1092.89617486339
"SEP",1092.89617486339
"SFBC",1092.89617486339
"SFL",1092.89617486339
"SFLY",1092.89617486339
"SGBK",1092.89617486339
"SGGDF",1092.89617486339
"SGOZF",1092.89617486339
"SGSIF",1092.89617486339
"SGYP",1092.89617486339
"SHCMF",1092.89617486339
"SHIP",1092.89617486339
"SHOR",1092.89617486339
"SIFI",1092.89617486339
"SIMO",1092.89617486339
"SIR",1092.89617486339
"SIRZF",1092.89617486339
"SLDGF",1092.89617486339
"SLSDF",1092.89617486339
"SMCI",1092.89617486339
"SMME",1092.89617486339
"SMREF",1092.89617486339
"SNIPF",1092.89617486339
"SNMP",1092.89617486339
"SNNGF",1092.89617486339
"SNOA",1092.89617486339
"SNSS",1092.89617486339
"SNVNF",1092.89617486339
"SOACF",1092.89617486339
"SOHO",1092.89617486339
"SONA",1092.89617486339
"SPAB",1092.89617486339
"SPCB",1092.89617486339
"SPEM",1092.89617486339
"SPGUF",1092.89617486339
"SPLG",1092.89617486339
"SPLK",1092.89617486339
"SPMD",1092.89617486339
"SPR",1092.89617486339
"SPTL",1092.89617486339
"SPWR",1092.89617486339
"SQBG",1092.89617486339
"SQIDF",1092.89617486339
"SRBCF",1092.89617486339
"SRCI",1092.89617486339
"SSBI",1092.89617486339
"SSKN",1092.89617486339
"SSNT",1092.89617486339
"SSW",1092.89617486339
"STB",1092.89617486339
"STML",1092.89617486339
"STVVY",1092.89617486339
"SUME",1092.89617486339
"SUMR",1092.89617486339
"SUMXF",1092.89617486339
"SUNW",1092.89617486339
"SVAUF",1092.89617486339
"SVBL",1092.89617486339
"SVBRF",1092.89617486339
"SWNLF",1092.89617486339
"SXE",1092.89617486339
"SYN",1092.89617486339
"SZSMF",1092.89617486339
"TAST",1092.89617486339
"TCAP",1092.89617486339
"TCPC",1092.89617486339
"TDBSF",1092.89617486339
"TDC",1092.89617486339
"TEAR",1092.89617486339
"TEL",1092.89617486339
"TETZF",1092.89617486339
"TEXC",1092.89617486339
"TFCCF",1092.89617486339
"TFSL",1092.89617486339
"TGH",1092.89617486339
"TGLS",1092.89617486339
"TGP",1092.89617486339
"THS",1092.89617486339
"THTI",1092.89617486339
"TIGCF",1092.89617486339
"TIPT",1092.89617486339
"TIRXD",1092.89617486339
"TIS",1092.89617486339
"TITN",1092.89617486339
"TLOFF",1092.89617486339
"TLP",1092.89617486339
"TMIAF",1092.89617486339
"TMPHF",1092.89617486339
"TMQ",1092.89617486339
"TNK",1092.89617486339
"TNSGF",1092.89617486339
"TOGOF",1092.89617486339
"TOO",1092.89617486339
"TOPS",1092.89617486339
"TPCS",1092.89617486339
"TPNEF",1092.89617486339
"TRAGF",1092.89617486339
"TREVF",1092.89617486339
"TRIL",1092.89617486339
"TROX",1092.89617486339
"TRTC",1092.89617486339
"TRXD",1092.89617486339
"TSRO",1092.89617486339
"TSSI",1092.89617486339
"TTGT",1092.89617486339
"TURV",1092.89617486339
"TWER",1092.89617486339
"TX",1092.89617486339
"TXSO",1092.89617486339
"TYPE",1092.89617486339
"UAA",1092.89617486339
"UBNK",1092.89617486339
"UCBA",1092.89617486339
"UEC",1092.89617486339
"UEEC",1092.89617486339
"UFS",1092.89617486339
"UIHC",1092.89617486339
"ULH",1092.89617486339
"ULTA",1092.89617486339
"UNG",1092.89617486339
"URCFF",1092.89617486339
"URG",1092.89617486339
"URGYF",1092.89617486339
"USAC",1092.89617486339
"USO",1092.89617486339
"USRM",1092.89617486339
"UURAF",1092.89617486339
"UWEFF",1092.89617486339
"VDMRF",1092.89617486339
"VDO.",1092.89617486339
"VELXF",1092.89617486339
"VG",1092.89617486339
"VGMIF",1092.89617486339
"VGMTF",1092.89617486339
"VIAB",1092.89617486339
"VIPS",1092.89617486339
"VMW",1092.89617486339
"VNDA",1092.89617486339
"VNRSQ",1092.89617486339
"VNWTF",1092.89617486339
"VPRB",1092.89617486339
"VQSLF",1092.89617486339
"VR",1092.89617486339
"VRTU",1092.89617486339
"VSI",1092.89617486339
"VSPC",1092.89617486339
"VSUL",1092.89617486339
"VVI",1092.89617486339
"WAL",1092.89617486339
"WARM",1092.89617486339
"WBC",1092.89617486339
"WCB.",1092.89617486339
"WCRS",1092.89617486339
"WCUI",1092.89617486339
"WEB",1092.89617486339
"WEIN",1092.89617486339
"WEX",1092.89617486339
"WFCF",1092.89617486339
"WHYRF",1092.89617486339
"WIN",1092.89617486339
"WISH",1092.89617486339
"WLDN",1092.89617486339
"WLK",1092.89617486339
"WMK.H",1092.89617486339
"WNS",1092.89617486339
"WONEF",1092.89617486339
"WPZ",1092.89617486339
"WRN",1092.89617486339
"WSBF",1092.89617486339
"WU",1092.89617486339
"WYN",1092.89617486339
"XEBEF",1092.89617486339
"XIN",1092.89617486339
"XPLT",1092.89617486339
"YEWB",1092.89617486339
"YGE",1092.89617486339
"YGRAF",1092.89617486339
"YTEN",1092.89617486339
"YUSG",1092.89617486339
"YWRLF",1092.89617486339
"ZAGG",1092.89617486339
"ZCRMF",1092.89617486339
"ZGSI",1092.89617486339
"ZIOP",1092.89617486339
"ZMMDF",1092.89617486339
"ZN",1092.89617486339
"ZNNMF",1092.89617486339
"ZUMZ",1092.89617486339
"ZZZOF",1092.89617486339
